gene,n,finite_fraction,mean_difference,sd_difference,ci_low,ci_high,p_value,q_value,status,absolute_effect_rank
SBF2,37,1.0,-0.2272768985272078,0.22750011757936658,-0.30312921421220623,-0.1514245828422094,5.48803603359407e-07,1.1791112487692677e-06,tested,4748.0
SBNO2,4,0.10810810810810811,0.2610780858876751,0.28649720530798306,,,,,insufficient_pairs,
SBSN,31,0.8378378378378378,-0.22651871005638163,0.5910735894452754,-0.4433262530317855,-0.009711167080977773,0.04115568214869991,0.0516569923229142,tested,4760.0
SBSPON,37,1.0,-0.50354743132537,0.7796424920905132,-0.7634931801923239,-0.24360168245841618,0.000371058029826515,0.0005857400521583109,tested,2718.0
SC5D,33,0.8918918918918919,-0.3665835088040999,0.5175129413087972,-0.5500856186573676,-0.18308139895083217,0.0002882349072161936,0.00046057215859659313,tested,3529.0
SCAF1,37,1.0,0.29608135908011884,0.2122996137778901,0.22529714368969883,0.36686557447053886,4.14577215300612e-10,1.2738168465562497e-09,tested,4094.0
SCAF11,37,1.0,0.15738015874704886,0.2144785745064595,0.08586944167914728,0.22889087581495043,7.640546331106962e-05,0.00013000020656356404,tested,5595.0
SCAF4,37,1.0,0.012556769901722192,0.17563573987758577,-0.04600310131291667,0.07111664111636105,0.6662480032733071,0.6960273352888819,tested,7883.0
SCAF8,37,1.0,-0.041876266065065,0.16028042682589497,-0.09531642101128263,0.011563888881152624,0.12075218677032215,0.1428381018203907,tested,7398.0
SCAI,37,1.0,0.09274036728683047,0.289535075705022,-0.003795433212681526,0.18927616778634246,0.05920056214813222,0.07291424704415858,tested,6579.0
SCAMP1,37,1.0,0.0879637491107322,0.3192987238627642,-0.01849574575878675,0.19442324398025113,0.10245416324020772,0.12229648081995112,tested,6653.0
SCAMP2,37,1.0,0.09933948229496738,0.33570691645754197,-0.012590776360355521,0.21126974095029027,0.08025227580222864,0.0973208764617495,tested,6475.0
